,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity,special_requirement
0,AA2016E1,19,Wednesday,Morning,01:30,20,['Kelvin Hall'],[500],True
1,AA3008E1,17,Tuesday,Afternoon,03:00,31,['St Andrews Rm 234'],[40],True
2,AAA011E1,18,Tuesday,Evening,01:30,14,['Gilbert Scott Conf Suite Rm 251'],[15],False
3,AAA013E1,20,Wednesday,Afternoon,02:00,55,"['Senate', 'James Watt Design Studio B']","[80, 69]",True
4,AAA022E1,20,Wednesday,Afternoon,01:30,28,['James Watt Design Studio A'],[54],True
5,AAA024E1,9,Friday,Evening,01:30,31,['Rankine 630'],[55],True
6,AAA033E1,26,Friday,Afternoon,01:30,12,"['Bute', 'John McIntyre Rm 201']","[230, 100]",False
7,AAA034E1,16,Tuesday,Morning,01:30,26,['Senate'],[80],True
8,AAB025E1,22,Thursday,Morning,03:00,15,['Hunter East'],[195],True
9,AAB058E1,19,Wednesday,Morning,01:00,7,['Gilbert Scott Conf Suite Rm 253'],[40],True
10,B11101E1,17,Tuesday,Afternoon,03:00,27,['James Watt Design Studio A'],[54],True
11,B11102E1,4,Thursday,Morning,02:00,110,['Kelvin Gallery'],[230],True
12,B12301E1,25,Friday,Morning,02:00,16,"['John McIntyre Rm 201', 'Joseph Black C407 (no lift)']","[100, 25]",False
13,B12302E1,7,Friday,Morning,02:00,16,['John McIntyre Rm 208'],[40],False
14,B12303E1,23,Thursday,Afternoon,02:00,16,['Kelvin Hall'],[500],False
15,B12320E1,10,Saturday,Morning,02:00,6,"['Adam Smith 915', 'Joseph Black C407 (no lift)']","[26, 25]",False
16,B13103E1,17,Tuesday,Afternoon,02:00,8,"['WILT 112', 'Gilbert Scott Conf Suite Rm 251']","[50, 15]",True
17,B31101E1,4,Thursday,Morning,02:00,107,"['St Andrews Gym Hall', 'Hunter West']","[110, 195]",True
18,B31103E1,25,Friday,Morning,02:00,107,['St Andrews Gym Hall'],[110],True
19,B31105E1,8,Friday,Afternoon,01:00,107,"['Hunter East', 'Hunter West']","[195, 195]",True
20,B31107E1,22,Thursday,Morning,02:00,108,"['OTC', 'St Andrews Gym Hall']","[110, 110]",True
21,B32321E1,26,Friday,Afternoon,01:00,119,['Kelvin Hall'],[500],True
22,B32322E1,2,Wednesday,Afternoon,01:00,110,['Kelvin Hall'],[500],True
23,B32325E1,13,Monday,Morning,02:00,110,"['Hunter East', 'Hunter West', 'Kelvin Hall']","[195, 195, 500]",True
24,B32326E1,21,Wednesday,Evening,01:00,110,['OTC'],[110],True
25,B32327E1,8,Friday,Afternoon,02:00,110,"['Bute', 'Hunter West']","[230, 195]",True
26,B33541E1,15,Monday,Evening,01:00,93,['Kelvin Gallery'],[230],True
27,B33544E1,4,Thursday,Morning,01:00,93,['Hunter West'],[195],True
28,B33545E1,23,Thursday,Afternoon,02:00,93,"['John McIntyre Rm 201', 'Hunter West']","[100, 195]",True
29,B33548E1,18,Tuesday,Evening,01:00,93,['Hunter East'],[195],True
30,B33549E1,11,Saturday,Afternoon,02:00,93,"['OTC', 'Kelvin Hall']","[110, 500]",True
31,B33563E1,27,Friday,Evening,01:00,18,['Kelvin Gallery'],[230],False
32,C11101E1,2,Wednesday,Afternoon,02:00,145,['Hunter East'],[195],True
33,C11105E1,20,Wednesday,Afternoon,02:00,163,"['Bute', 'Kelvin Gallery']","[230, 230]",True
34,C12321E1,5,Thursday,Afternoon,02:00,68,['Kelvin Gallery'],[230],True
35,C12324E1,10,Saturday,Morning,02:00,63,['Senate'],[80],True
36,C12325E1,13,Monday,Morning,01:30,62,['Fore'],[64],True
37,C12327E1,1,Wednesday,Morning,02:00,58,"['Fore', 'OTC']","[64, 110]",True
38,C12328E1,27,Friday,Evening,01:30,32,['Kelvin Gallery'],[230],True
39,C12329E1,7,Friday,Morning,01:30,11,['Kelvin Hall'],[500],True
40,C12331E1,22,Thursday,Morning,01:30,14,['Kelvin Hall'],[500],True
41,C12332E1,8,Friday,Afternoon,03:00,48,['Kelvin Hall'],[500],True
42,C12333E1,5,Thursday,Afternoon,01:30,15,['Rankine 601'],[37],True
43,C12338E1,19,Wednesday,Morning,02:00,57,"['John McIntyre Rm 201', 'WILTF']","[100, 60]",True
44,C13562E1,20,Wednesday,Afternoon,03:00,33,['Rankine 630'],[55],True
45,C13563E1,10,Saturday,Morning,03:00,7,['St Andrews Gym Hall'],[110],False
46,C13564E1,16,Tuesday,Morning,03:00,39,['Randolph'],[85],False
47,C13565E1,13,Monday,Morning,03:00,19,['John McIntyre Rm 201'],[100],True
48,C13567E1,26,Friday,Afternoon,03:00,17,"['Randolph', 'Senate']","[85, 80]",True
49,C13569E1,13,Monday,Morning,03:00,19,['WILT 112'],[50],True
50,C13571E1,7,Friday,Morning,01:30,8,['Rankine 629'],[53],True
51,C13572E1,25,Friday,Morning,01:30,7,['Kelvin Hall'],[500],True
52,C13573E1,8,Friday,Afternoon,03:00,20,['Gilbert Scott Conf Suite Rm 356'],[40],True
53,C1P001E1,4,Thursday,Morning,02:00,6,['Gilbert Scott Conf Suite Rm 251'],[15],True
54,C41101E1,22,Thursday,Morning,02:00,102,['Kelvin Gallery'],[230],True
55,C42304E1,2,Wednesday,Afternoon,02:00,63,"['Hunter East', 'Kelvin Gallery']","[195, 230]",True
56,C42306E1,16,Tuesday,Morning,02:00,62,['John McIntyre Rm 201'],[100],True
57,C42307E1,26,Friday,Afternoon,02:00,37,['WILTF'],[60],True
58,C43511E1,2,Wednesday,Afternoon,03:00,38,"['WILTF', 'Rankine 630']","[60, 55]",True
59,C43512E1,8,Friday,Afternoon,03:00,24,['WILT 112'],[50],True
60,C52303E1,5,Thursday,Afternoon,02:00,12,['Gilbert Scott Conf Suite Rm 251'],[15],True
61,C71101E1,5,Thursday,Afternoon,02:00,205,['Bute'],[230],True
62,C72303E1,19,Wednesday,Morning,03:00,50,['Rankine 630'],[55],True
63,C73507E1,25,Friday,Morning,03:00,40,"['WILT 112', 'St Andrews Rm 234']","[50, 40]",True
64,C81HAAE1,24,Thursday,Evening,01:00,23,['WILTF'],[60],True
65,C81HBAE1,14,Monday,Afternoon,01:00,121,['Kelvin Gallery'],[230],True
66,C81HCAE1,11,Saturday,Afternoon,01:00,126,['Hunter West'],[195],True
67,C81HDAE1,10,Saturday,Morning,01:00,121,['Kelvin Hall'],[500],True
68,C81IAAE1,7,Friday,Morning,01:00,67,['Senate'],[80],True
69,C81IBAE1,11,Saturday,Afternoon,01:00,25,['Kelvin Hall'],[500],False
70,C81ICAE1,4,Thursday,Morning,01:00,50,['Randolph'],[85],True
71,C81IDAE1,10,Saturday,Morning,01:00,54,['Rankine 630'],[55],True
72,C81J1AE1,4,Thursday,Morning,01:00,1,['Hunter East'],[195],False
73,C81J1AE2,14,Monday,Afternoon,01:00,1,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30],False
74,C81J2AE1,27,Friday,Evening,01:00,18,"['St Andrews Rm 237', 'James Watt Design Studio A']","[30, 54]",False
75,C81J2AE2,21,Wednesday,Evening,01:00,18,['Kelvin Gallery'],[230],False
76,C81J3AE1,10,Saturday,Morning,01:00,6,['Gilbert Scott Conf Suite Rm 356'],[40],False
77,C81J3AE2,23,Thursday,Afternoon,01:00,6,['John McIntyre Rm 201'],[100],False
78,C81J4AE1,22,Thursday,Morning,01:00,9,['St Andrews Rm 227 '],[50],True
79,C81J4AE2,27,Friday,Evening,01:00,9,['WILT 112'],[50],True
80,C81J5AE1,10,Saturday,Morning,01:00,13,['Rankine 601'],[37],True
81,C81J5AE2,21,Wednesday,Evening,01:00,13,['Kelvin Hall'],[500],True
82,C81JIAE1,14,Monday,Afternoon,01:00,1,['Fore'],[64],False
83,C81JIAE2,3,Wednesday,Evening,01:00,1,['Kelvin Gallery'],[230],False
84,C81MJAE1,19,Wednesday,Morning,01:00,6,['Kelvin Gallery'],[230],False
85,C81MSAE1,26,Friday,Afternoon,01:00,113,['Bute'],[230],True
86,C82BCSE1,7,Friday,Morning,01:00,4,['Rankine 629'],[53],False
87,C82BUAE1,13,Monday,Morning,02:00,97,"['Kelvin Gallery', 'Hunter West']","[230, 195]",True
88,C82CUAE1,16,Tuesday,Morning,02:00,95,"['Kelvin Gallery', 'Bute']","[230, 230]",True
89,C82DUAE1,21,Wednesday,Evening,01:00,12,['St Andrews Rm 234'],[40],False
90,C82HUAE1,26,Friday,Afternoon,01:00,12,['Randolph'],[85],False
91,C82MCPE1,24,Thursday,Evening,01:00,11,['John McIntyre Rm 201'],[100],False
92,C82MHAE1,5,Thursday,Afternoon,02:00,75,"['John McIntyre Rm 201', 'St Andrews Gym Hall']","[100, 110]",True
93,C82MJAE1,1,Wednesday,Morning,02:00,42,"['Senate', 'Randolph', 'OTC']","[80, 85, 110]",False
94,C82OUAE1,1,Wednesday,Morning,01:00,3,['Kelvin Hall'],[500],False
95,C82SUAE1,8,Friday,Afternoon,01:00,16,['Hunter East'],[195],True
96,C83XWHE1,8,Friday,Afternoon,02:00,20,['Rankine 629'],[53],True
97,C8COUAE1,1,Wednesday,Morning,02:00,37,['Bute'],[230],True
98,C8CXCEE1,17,Tuesday,Afternoon,02:00,16,['St Andrews Rm 237'],[30],True
99,C8CXCHE1,13,Monday,Morning,02:00,20,['Joseph Black A504'],[25],True
100,C8CXDLE1,8,Friday,Afternoon,02:00,5,['St Andrews Gym Hall'],[110],False
101,C8CXESE1,10,Saturday,Morning,02:00,11,['Fore'],[64],True
102,C8CXPAE1,21,Wednesday,Evening,01:30,19,['Rankine 601'],[37],False
103,C8P001E1,19,Wednesday,Morning,03:00,22,"['Adam Smith 915', 'St Andrews Rm 237']","[26, 30]",True
104,C8P002E1,1,Wednesday,Morning,03:00,22,['St Andrews Rm 234'],[40],True
105,D21102E1,2,Wednesday,Afternoon,01:00,1,['Rankine 629'],[53],False
106,D22227E1,8,Friday,Afternoon,02:00,1,['Hunter East'],[195],False
107,D23315E1,7,Friday,Morning,02:00,4,['Gilbert Scott Conf Suite Rm 251'],[15],False
108,D23336E1,16,Tuesday,Morning,02:00,7,['59 Oakfield Ave Rm 302 (no lift)'],[10],False
109,D23342E1,17,Tuesday,Afternoon,02:00,1,['Senate'],[80],False
110,D23360E1,16,Tuesday,Morning,02:00,8,['Gilbert Scott Conf Suite Rm 250'],[40],False
111,EN00C1E1,2,Wednesday,Afternoon,02:00,18,['Randolph'],[85],True
112,EN00P1E1,22,Thursday,Morning,02:00,21,"['Senate', 'James Watt Design Studio B', 'Fore']","[80, 69, 64]",True
113,EN00P3E1,5,Thursday,Afternoon,02:00,25,['Hunter East'],[195],True
114,EN00P5E1,25,Friday,Morning,02:00,26,['Kelvin Hall'],[500],True
115,EN00P7E1,8,Friday,Afternoon,02:00,22,['Kelvin Blg Rm 220'],[50],True
116,F11I01E1,17,Tuesday,Afternoon,01:00,109,['Hunter West'],[195],True
117,F11I02E1,23,Thursday,Afternoon,02:00,110,"['St Andrews Gym Hall', 'Hunter West']","[110, 195]",True
118,F11O01E1,11,Saturday,Afternoon,01:00,108,['Kelvin Hall'],[500],True
119,F11O02E1,16,Tuesday,Morning,02:00,112,"['Hunter East', 'Kelvin Hall']","[195, 500]",True
120,F11P01E1,27,Friday,Evening,01:00,88,['Bute'],[230],True
121,F11P02E1,25,Friday,Morning,02:00,129,['Kelvin Hall'],[500],True
122,F12I01E1,1,Wednesday,Morning,01:00,20,"['WILT 112', 'Kelvin Hall']","[50, 500]",True
123,F12I02E1,22,Thursday,Morning,02:00,122,['Hunter West'],[195],True
124,F12O01E1,25,Friday,Morning,02:00,20,['Hunter East'],[195],True
125,F12O02E1,14,Monday,Afternoon,02:00,114,['Kelvin Hall'],[500],True
126,F12P01E1,22,Thursday,Morning,01:00,20,['Joseph Black A504'],[25],True
127,F12P02E1,7,Friday,Morning,02:00,122,"['Kelvin Gallery', 'Hunter West']","[230, 195]",True
128,F12P03E1,8,Friday,Afternoon,02:00,9,['John McIntyre Rm 201'],[100],False
129,F12X02E1,11,Saturday,Afternoon,02:00,65,['James Watt Design Studio B'],[69],True
130,F12X04E1,16,Tuesday,Morning,01:30,9,['Fore'],[64],False
131,F12X04E2,1,Wednesday,Morning,01:30,9,['Rankine 629'],[53],False
132,F12X04E3,23,Thursday,Afternoon,01:30,9,['Gilbert Scott Conf Suite Rm 356'],[40],False
